"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"Islam empirie of faith","Text","","0-563-53452-4","bbc","2002","268hlm;23.5x15.5cm","","297 JON i","English","","297 JON i","","cover_islam-empirie-of-faith-20250320113250.jpg","","<Bloom, Jonatan>","","<0711/22>"
"Serat kekiyasaning Pangracutan: Wirid ngelmu Ma'rifat","Text","","","Dahara Prize","1997","78hlm;20.5x14.5cm","","297.4 AGU s","Indonesia","","297.4 AGU s","","cover_serat-kekiyasaning-pangracutan-wirid-ngelmu-ma-rifat-20250320112954.jpg","","<Agung, Sultan>","","<3088/22>"
"Di keharuman Taman sufi: kajian tasawuf kurun awal","Text","","","Pustaka Hidayah","2000","265hlm;20.5x14.5cm","","297.4 AND d","Indonesia","Bandung","297.4 AND d","","cover_di-keharuman-taman-sufi-kajian-tasawuf-kurun-awal-20250320112629.jpg","","<Andrae, tor>","","<2858/22>"
"The Meaningful life with RUMI; himpunan kearifan jalaluddin rumi","Text","","978-602-3100-08-8","Forum","2016","224hlm;20x14cm","","297 RUM t","Indonesia","Yogyakarta","297 RUM t","","cover_the-meaningful-life-with-rumi-himpunan-kearifan-jalaluddin-rumi-20250320104632.jpg","","<Rumi>","","<3538/23>"
"The Dhammapada: The Essential teachings of the buddha","Text","","978-1-78028-969-4","Watkins","2006","184 hlm, 16 cm","","294.3 MUL d","English","London","294.3 MUL d","","cover_the-dhammapada-the-essential-teachings-of-the-buddha-20250320103030.jpg","","<Muller, Max>","","<1806/22>"
"What the Buddha Taught","Text","","978-1-85168-142-6","Oneworld","1959","xvi, 151 hlm, 21 cm","","294.3 SRI w","English","London","294.3 SRI w","","cover_what-the-buddha-taught-20250320100420.jpg","","<Rahula, Sri, Walpola>","","<1856/22>"
"Buddha: his life and teachings","Text","","0-517-138956","Crescent Books","","269 hlm, 23 cm","","294.363 Won b-1","English","New York","NONE","","cover_buddha-his-life-and-teachings-20250320095416.jpg","","<Wong, Jeanyee>","","<1833/22>"
"Sabar kunci bahagia","Text","","","Pustaka Mantiq","1993","156hlm;18x12.5cm","","297.4 MUH s","Indonesia","","297.4 MUH s","","cover_sabar-kunci-bahagia-20250320093554.jpg","","<Salimah, Muhammad>","","<2848/22>"
"The Complete book of Zen","Text","","979-20-6076-6","PT Elex Media Komputindo","2004","x, 430 hlm, 21 cm","","242.2 Kie c-1","Indonesia","Jakarta","NONE","","cover_the-complete-book-of-zen-20250320093508.jpg","","<Kiew Kit, Wong.>","","<1816/22>"
"Berhala-berhala wacana: Gagasan kontekstualisasi ""Sakralitas Agama"" secara produktif-kreatif","Text","","978-602-255-854-5","IRCiSoD","2015","244 hlm, 20 cm","","297 IYU b","Indonesia","Yogyakarta","297 IYU b","","cover_berhala-berhala-wacana-gagasan-kontekstualisasi-sakralitas-agama-20250320092517.jpg","","<Iyubenu, Edi, AH>","","<4692/22>"
"Sufisme jawa: transformasi tasawuf islam ke mistik Jawa","Text","","978-602-5792-06-9","Narasi","2018","322hlm;21x14.5cm","","297.4 SIM s","Indonesia","Yogyakarta","297.4 SIM s","","cover_sufisme-jawa-transformasi-tasawuf-islam-ke-mistik-jawa-20250320091034.jpg","","<simuh>","","<3128/22>"
"A sufi rule for novices: kitab Abad Al muridin","Text","","0-674-85403-9","Cambrige University Pss","1975","93hlm;21.5x14.5cm","","297.4 SUF a","English","London","297.4 SUF a","","cover_a-sufi-rule-for-novices-kitab-abad-al-muridin-20250320085909.jpg","","<Milson, Menahem>","","<2753/22>"
"Hindu and muslim mysticism","Text","","","Schocken Books","1972","234hlm;20x13.5cm","","294.5 ZAE h","Indonesia","New York","294.5 ZAE h","","cover_hindu-and-muslim-mysticism-20250319145451.jpg","","<R.C. Zaehner>","","<2856/22>"
"Dakwah pemberdayaan masyarakat: paradigma aksi metodologi","Text","","979-8451-22-8","LKis Yogyakarta","2005","420hlm;21x14.5cm","","297.6 ALI d","Indonesia","Yogyakarta","297.6 ALI d","","cover_dakwah-pemberdayaan-masyarakat-paradigma-aksi-metodologi-20250319112822.jpg","","","","<2787/22>"
"Ilmu Da'wah","Text","","","Widjaya","1971","242hlm;20.5x14cm","","297.6 TJA i","Indonesia","Djakarta","297.6 TJA i","","cover_ilmu-da-wah-20250319105750.jpeg","","<Omar, Toha, Tahja>","","<2857/22>"
"Fiqh Islam","Text","","","Attahiryah","","476hlm;22x15cm","","297 RAS f","Indonesia","Djakarta","297 RAS f","","cover_fiqh-islam-20250319104646.jpeg","","<Rasjid, Sulaiman>","","<2755/22>"
"Dienul Islam: penafsiran kembali Islam sebagai suatu aqidah dan Way Of Life","Text","","","Pt. AlmaArif","1977","261hlm;21.5x15cm","","297 NAS d","Indonesia","Bandung","297 NAS d","","cover_dienul-islam-penafsiran-kembali-islam-sebagai-suatu-aqidah-dan-way-of-20250319101733.jpg","","<razakm, Nasruddin>","","<2844/22>"
"The religion of Islam","Text","","","Curzon Press","1971","241hlm;20.5x13.5cm","","297 REI t","","London","297 REI t","","cover_the-religion-of-islam-20250318155730.jpg","","<Klein, F.A>","","<2809/22>"
"Agama, Nilai, dan pengalaman puncak","Text","","","LPBAJ","2000","288hlm;21x14.5cm","","291.4 MAS a","Indonesia","Maumere","291.4 MAS a","","cover_agama-nilai-dan-pengalaman-puncak-20250317085309.jpg","","<Maslow, Abraham H.>","","<3194/22><3205/22>"
"Kesaksian Santo Paulus","Text","","979-413-017-6","Kanisius","1989","120hlm;21x15cm","","227.06 MAR k","Indonesia","Yogyakarta","227.06 MAR k","","cover_kesaksian-santo-paulus-20241023102053.jpg","","<C.M. Martini (Kardinal)>","","<3990/22><3991/22><4003/22>"
"Sekilas bersama Paulus","Text","","979-413-837-1","Kanisius","1992","139hlm;21x15cm","","282.092 DAR s","Indonesia","Yogyakarta","282.092 DAR s","","cover_sekilas-bersama-paulus-20250318144902.jpg","","<St. Darmawijaya>","","<3998/22>"
"God Without Religion; questioning centuries of accepted truth","Text","","193377140-2","Benbella Books, Inc.","","283hlm;23.5x16cm","","291.4 SAR g","English","","291.4 SAR g","","cover_god-without-religion-questioning-centuries-of-accepted-truth-20241028082705.jpg","","<Saranam, Sankara>","","<1271/22><1272/22>"
"Buddha; the New York times Bestseller","Text","","978-0-7538-1340-9","Phoenix Giant","2000","193hlm;20x13cm","","294.3 ARM","English","","294.3 ARM","","cover_buddha-the-new-york-times-bestseller-20250318143428.jpg","","<Armstrong, Karen.>","","<1853/22>"
"Praticing Catholic","Text","","978-0-547-33628-8","Mariner Books","2009","ix, 385 hlm, 21 cm","","282.092 Car p-1","","New York","NONE","","cover_praticing-catholic-20250318132028.jpg","","<Carroll, James>","","<4852/22>"
"Oase Iman: Profil Gua Maria di Keuskupan Surabaya","Text","","","Seminari TOR","","157hlm;21x14cm","","282.095 SEM a","Indonesia","Keuskupan Surabaya","282.095 SEM a","","cover_oase-iman-profil-gua-maria-di-keuskupan-surabaya-20250318131801.jpeg","","<Angkatan III Seminari TOR "" St. Yohanes Maria Vianney"" Keuskupan Surabaya>","","<3481/23>"
"A concise history of the catholic church","Text","","0-385-51613-4","","","605 hlm, 21 cm","","282.09 BOK a","","","282.09 BOK a","","cover_a-concise-history-of-the-catholic-church-20231123153244.jpg","","<Bokenkotter, Thomas>","","<4522/22>"
"Menata pikiran, mengubah dunia","Text","","","OBOR","1996","54hlm;18x11cm","","294.344 GOL m","Indonesia","Jakarta","294.344 GOL m","","cover_menata-pikiran-mengubah-dunia-20250318131325.jpeg","","<Goldstein, Joseph>","","<3386/22>"
"The teaching of the catholic church","Text","","","Alba House","1967","456hlm, 23 cm","","282.071 Rah t-1","","Staten","NONE","","cover_the-teaching-of-the-catholic-church-20250318131143.jpg","","<Rahner, Karl>","","<0450/23>"
"Berapi-api dalam tuhan","Text","","","Metanoia","2000","46hlm;13x9.5cm","","254 JOE b","Indonesia","Jakarta","254 JOE b","","cover_berapi-api-dalam-tuhan-20250318131112.jpeg","","<Daugherty, Billy, joe>","","<0825/23>"
"Ziarah Sang Pelayan Ziarah manusia","Text","","979-21-0566-2","Kanisius","2002","130hlm;20x13.5cm","","254 FGR z","Indonesia","Yogyakarta","254 FGR z","","cover_ziarah-sang-pelayan-ziarah-manusia-20250318130850.jpg","","<Fernandez, Cosmas>","","<0620/23>"
"Teknik Mendewsakan Diri; tumbuh dan berkembang dalam iman","Text","","979-413-511-9","Kanisius","1995","221hlm;21x15cm","","248.4 FUS a","Indonesia","Yogyakarta","248.4 FUS a","","cover_teknik-mendewsakan-diri-tumbuh-dan-berkembang-dalam-iman-20240731132259.jpg","","<J.M Fuster>","","<0716/23><0717/23><0718/23><0729/23>"
"Percikan Pengalaman 1","Text","","","Nusa Indah","1982","108hlm;21x14.5cm","","248.3 BED p","Indonesia","Flores","248.3 BED p","","cover_percikan-pengalaman-1-20250318130556.jpeg","","<Beding, Bosko>","","<0557/23><0558/23>"
"Selibat Para imam","Text","","979-429-082-3","Nusa Indah","1996","68hlm;21x14.5cm","","255 DER s","Indonesia","Flores","255 DER s","","cover_selibat-para-imam-20240718130518.jpeg","","<Looy, Van, Der>","","<0091/23>"
"Sosiokultural dan pengaruhnya terhadap perkawinan gereja katolik","Text","","97-979-21-7627-8","Kanisius","2023","64hlm;19x12.5cm","","261.8357 MAR s","Indonesia","Yogyakarta","261.8357 MAR s","","cover_sosiokultural-dan-pengaruhnya-terhadap-perkawinan-gereja-katolik-20240719155440.jpeg","","<Suma, I Made Markus>","","<3245/23>"
"Mencitrakan hidup religius","Text","","979-21-0397-X","Kanisius","2003","84hlm;14.5x10.5cm","","254 DAR m","Indonesia","Yogyakarta","254 DAR m","","cover_mencitrakan-hidup-religius-20250317145812.jpeg","","<Darminta>","","<0821/23><0822/23>"
"Menghayati kaul kemurnian  dalam kemanusiaan","Text","","979-21-1001-1","Kanisius","2004","76hlm;15x10.5cm","","254 DAR m","Indonesia","Yogyakarta","254 DAR m","","cover_menghayati-kaul-kemurnian-dalam-kemanusiaan-20240723110519.jpeg","","<Darminta>","","<0820/23>"
"Surat imajiner Yesus kepada Gereja yang berjuang","Text","","979-672-958-X","Kanisius","2001","76hlm;15x10.5cm","","254 DAR s","Indonesia","Yogyakarta","254 DAR s","","cover_surat-imajiner-yesus-kepada-gereja-yang-berjuang-20240723105359.jpeg","","<Darminta>","","<0828/23><0829/23>"
"Syahadat Satwa","Text","","979-672-957-1","Kanisius","2001","54hlm;15x10.5cm","","254 DAR s","Indonesia","Yogyakarta","254 DAR s","","cover_syahadat-satwa-20250318124841.jpeg","","<Darminta>","","<0831/23>"
"Human Rights and the pastoral mission of the church","Text","","","Vatican City","2000","78hlm;21x15cm","","259 COU h","Indonesia","","259 COU h","","cover_human-rights-and-the-pastoral-mission-of-the-church-20250318123755.jpeg","","<Pontifical Council For Justice and peace>","","<3108/23>"
"Pluralitass keberagaman dan kerukunan hidup antar umat beragama dalam perspektif pelajar dan mahasiswa se Jawa Timur2","Text","","","biro kejahteraan rakyat pemerintah","2001","","","201.5 PLU p","Indonesia","Jawa Timur","201.5 PLU p","","cover_pluralitass-keberagaman-dan-kerukunan-hidup-antar-umat-beragama-dalam-20250318122202.jpeg","","","","<2653/22>"
"Pedanda Kiai dan pastor","Text","","","Manikgeni","1999","136 hlm, 21 cm","","200 Mad p-1","Indonesia","Denpasar-Bali","NONE","","cover_pedanda-kiai-dan-pastor-20250318122148.jpg","","<Madraua, Ngakan, Made>","","<2721/22>"
"seandainya indonesia tanpa katolik","Text","","978-979-565-723-1","Yayasan Obor Indonesia","2015","xlii, 263 hlm., 21 cm","","291 KRI s","Indonesia","Jakarta.","291 KRI s","","cover_seandainya-indonesia-tanpa-katolik-20250318120834.jpg","","<Kristiyanto, Eddy>","","<3204/23>"
"The church in the midst of creation","Text","","971-501-494-1","Claretian Publications","1989","169hlm;20.5x13.5cm","","283 DON t","Indonesia","Quezon City","283 DON t","","cover_the-church-in-the-midst-of-creation-20250318110751.jpeg","","<Donovan, Vincent>","","<3041/23>"
"A Call Urgency: messages to the world","Text","","1-893757-46-3","","2005","358hlm;21.5x14cm","","282.73 OUR c","Indonesia","United States of America","282.73 OUR c","","cover_a-call-urgency-messages-to-the-world-20231122145501.jpg","","","","<6888/22>"
"UPANISHADS ; Word worth Classics of world literature","Text","","978-1-84022-102-2","Wordsworth Classics Of World Literature","1987","244hlm;19.5x12.5cm","","294.592 MAX u","English","","294.592 MAX u","","cover_upanishads-word-worth-classics-of-world-literature-20250318105146.jpg","","<Muller, Max>","","<1814/22>"
"Teori-teori tentang Agama Primitif","Text","","","PLP2M","1984","164hlm;20.5x14cm","","291.042 PRI t","Indonesia","Jakarta","291.042 PRI t","","cover_teori-teori-tentang-agama-primitif-20250318104207.jpg","","<Pritchard, E. E. Evans>","","<2661/22>"
"Masalah kerukunan hidup umat beragama di Indonesia; hasil kerja sama sosial kemasyarakatan di Sulawesi Selatan, Jawa Timur, Jawa Barat dan hadil musyawarah di Jakarta","Text","","","Proyek Pembinaan Kerukunan Hidup Beragama Departemen Agama","1980","182hlm;21x15cm","","201.5 MAS m","Indonesia","Jakarta","201.5 MAS m","","cover_masalah-kerukunan-hidup-umat-beragama-di-indonesia-hasil-kerja-sama-s-20250318101400.jpeg","","<Proyek pembinaan kerukunan hidup beraam Departemen Agama Republik Indonesia>","","<2646/22>"
"Pembebasan perempuan","Text","cet,1","979-9492-94-7","LKis Yogyakarta","2003","310 hlm; 14,5 x 21 cm","","297.082 ENG p","Indonesia","Sewon Bantul","297.082 ENG p","","cover_pembebasan-perempuan-20250318091832.jpg","","<engineer, Asghar, Ali>","","<2411/23>"
"Praksis Bimbingan Rohani","Text","","979-21-1223-5","Kanisius","2006","96hlm;19x12.5cm","","248.48 DAR p","Indonesia","Yogyakarta","248.48 DAR p","","cover_praksis-bimbingan-rohani-20240724122858.jpeg","","<Darminta>","","<0811/23>"
"Jejak-jejak kebijaksanaan","Text","","979-497-545-1","Kanisius","1996","96hlm;20x12.5cm","","248.34 BAS j","Indonesia","Yogyakarta","248.34 BAS j","","cover_jejak-jejak-kebijaksanaan-20240731130251.jpg","","<Basuki, Andreas>","","<0627/23>"
"Mengarungi Hidup Berkeluarga","Text","","979-479-189-8","Kanisius","1994","154hlm;21x15cm","","248.4 DAR m","Indonesia","Yogyakarta","248.4 DAR m","","cover_mengarungi-hidup-berkeluarga-20250318085038.jpg","","<St. Darmawijaya>","","<6262/22>"
"Luapan Cinta Tuhan","Text","","978-979-565-598-5","OBOR","2011","119hlm;17.5x11cm","","248 SUP i","Indonesia","Jakarta","248 SUP i","","cover_luapan-cinta-tuhan-20240729094226.jpg","","<Supranto, Felix>","","<0593/23>"
"The Prayer That Heals; praying for healing in the family","Text","","0-87793-219-0","Ave Maria Press","1982","115hlm;17.5x11.5cm","","248 MAC t","English","Indiana","248 MAC t","","cover_the-prayer-that-heals-praying-for-healing-in-the-family-20240723144807.jpeg","","<MacNutt, Francis>","","<0991/23>"
"Dalam Teduh Mata-Nya","Text","","","Dioma","2001","102hlm;19.5x12.5cm","","248 HUD d","Indonesia","Malang","248 HUD d","","cover_dalam-teduh-mata-nya-20250317155800.jpeg","","<Hudiono>","","<0540/23>"
"Menikmati Kasih dan Kuasa Yesus dalam; Visitasi, Salve, Adorasi","Text","","979-1025-13-4","Gunung Sopai","2011","17hlm;18.5x12.5cm","","248 DAI m","Indonesia","Yogyakarta","248 DAI m","","cover_menikmati-kasih-dan-kuasa-yesus-dalam-visitasi-salve-adorasi-20250317155529.jpg","","<Daia, Willem>","","<0473/24>"
"Berkembang dalam hidup","Text","","979-497-924-4","Kanisius","1997","73hlm;14.5x10.5cm","","248 SUH b","Indonesia","Yogyakarta","248 SUH b","","cover_berkembang-dalam-hidup-20250317154746.jpeg","","<Suharyo>","","<0832/23><0833/23>"
"Menyongsong masa depan","Text","","","Kanisius","1988","43hlm;19.5x12.5cm","","254 TON m","Indonesia","Yogyakarta","254 TON m","","cover_menyongsong-masa-depan-20250317153822.jpeg","","<Koten, Thomas Toni>","","<0608/23>"
"Penyembuhan pertolongan dan pengharapan","Text","","","Metanoia","1994","41hlm,15.5x11cm","","249 JOE p","Indonesia","Jakarta","249 JOE p","","cover_penyembuhan-pertolongan-dan-pengharapan-20250317151443.jpeg","","<Daugherty, Billy, joe>","","<0600/23>"
"Seri Dokumen Gereja Katolik","Text","","","Keuskupan Surabaya","2008-2015","30hlm;21x14.5cm","","262.91 DOK s","Indonesia","Surabaya","262.91 DOK s","","cover_seri-dokumen-gereja-katolik-20240718122517.jpeg","","<keuskupan surabaya>","","<5975/22>"
"Bagaimana Engkau Mengenal Aku? 1","Text","","","Pastoral Care","1999","171hlm;20.5x13.5cm","","248.4 KRA b","Indonesia","Surabaya","248.4 KRA b","","cover_bagaimana-engkau-mengenal-aku-1-20250317151035.jpeg","","<Karaeng, thoby>","","<0651/23><0652/23>"
"Spiritualitas awam","Text","","","Dioma","1990","41hlm;21x14cm","","248.4 PIE s","Indonesia","Malang","248.4 PIE s","","cover_spiritualitas-awam-20240212110234.jpg","","<Piet Go>","","<7747/22><7761/22>"
"Perbandingan Agama: Suatu pembahasan  phenomenologis","Text","","","Lembaga Penerbitan Ilmijah","1970","63hlm;20x14cm","","291 FAT p","Indonesia","Yogyakarta","291 FAT p","","cover_perbandingan-agama-suatu-pembahasan-phenomenologis-20250317150158.jpeg","","<Fatchuddin, Abd, ganie>","","<2649/22>"
"Yesus Sang Pendoa","Text","","979-21-0032-6","Kanisius","2001","172hlm;14.5x10.5cm","","254 DAR y","Indonesia","Yogyakarta","254 DAR y","","cover_yesus-sang-pendoa-20240723105206.jpeg","","<Darminta>","","<0823/23>"
"Langkah tiada henti menjadi imam yang membumi","Text","","978-979-565-722-4","OBOR","2015","136hlm;21x14vm","","254 LAN l","Indonesia","Jakarta","254 LAN l","","cover_langkah-tiada-henti-menjadi-imam-yang-membumi-20240722143702.jpeg","","<Surianto, Agustinus>","","<6122/22>"
"Kepemimpinan Religius dalam peziarahan hidup","Text","","979-21-1002-X","Kanisius","2005","79hlm;14.5x10.5cm","","254 DAR k","Indonesia","Yogyakarta","254 DAR k","","cover_kepemimpinan-religius-dalam-peziarahan-hidup-20250317143607.jpeg","","<Darminta>","","<0819/23>"
"Kebenaran pasti menang","Text","","979-672-956-3","Kanisius","2001","67hlm;15x10.5cm","","254 DAR k","Indonesia","Yogyakarta","254 DAR k","","cover_kebenaran-pasti-menang-20250317132652.jpeg","","<Darminta>","","<0830/23>"
"Clowing in Rome","Text","","0-87061-191-9","Christian Classics, Inc.","1992","110hlm;20.5x13cm","","254 NOU c","English","Westminster.","254 NOU c","","cover_clowing-in-rome-20250317125103.jpeg","","<Nouwen, Henri>","","<0784/23>"
"About Being A Priest","Text","","","","1988","225hlm;21.5x14cm","","254 SUA a","English","Manila.","254 SUA a","","cover_about-being-a-priest-20250317120857.jpeg","","<Suarez, Federico>","","<0800/22>"
"Intimacy: Pastoral Psychological essays","Text","","0-8190-0614-9","Fides","1969","150hlm;20x13.5cm","","254 NOU i","English","Notre Dame, Indiana.","254 NOU i","","cover_intimacy-pastoral-psychological-essays-20240725122001.jpeg","","<Nouwen, Henri>","","<0793/23>"
"Tema-tema Paulus","Text","","","Nusa Indah","1989","226hlm;21x14.5cm","","282.092 HAY t","Indonesia","Flores, NTT","282.092 HAY t","","cover_tema-tema-paulus-20250317105534.jpeg","","<Hayon, Nikolaus.>","","<4005/22>"
"Cultural Disarmament","Text","","0-664-25549-3","Westminster John Knox Press","1918","141hlm;23x15cm","","291.178 73 PAN c","English","Louisville","291.178 73 PAN c","","cover_cultural-disarmament-20250317093906.jpg","","<Panikkar, Raimon>","","<8520/22>"
"Mazmur dalam Ibadat Harian (Edisi Lama)","Text","","979-413-564-X","Kanisius","1991","215 hlm;21x14.5cm","","264 WEI m","Indonesia","Yogyakarta","264 WEI m","","cover_mazmur-dalam-ibadat-harian-edisi-lama-20250311132355.jpg","","<Weiden, Wim van der.>","","<3871/22><3316/23>"
"The Tabernacle: A Detailed Portrait of Jesus Christ (I)","Text","cet,1","89-8314-299-5","Hephzibah Publising House","2003","361hlm;22.5x15cm","","221 JON t","English","korea","221 JON t","","cover_the-tabernacle-a-detailed-portrait-of-jesus-christ-20231116112608.jpg","","<Jong, Paul>","","<6206/22>"
"Ars caritatis: the thirtieth anniversary of the foundation of the pontifical council "" Cor Unum"" 1971-200""","Text","","","Vatican City","2001","207hlm;23,5x16,5cm","","282.092 ARS a","Indonesia","Vatican","282.092 ARS a","","cover_ars-caritatis-the-thirtieth-anniversary-of-the-foundation-of-the-pont-20231120152915.jpg","","<Wojtyla, Karol (Pope John Paul II)>","","<8622/22>"
